Day,Month,Year,Hour,Minute,Second,LON,LAT,DISTANCE_KM,SIGNAL,MULTIPLICITY,AXIS,ECCENTRICITY,ELLIPSE,CHISQR
13,7,2020,15,54,59.130887,-112.045,39.151,179.2258,-12.0,0,0,0,92,0
13,7,2020,15,54,59.405908,-112.046,39.152,179.1214,-11.0,0,0,0,99,0
13,7,2020,15,54,59.405908,-112.046,39.152,179.1214,-11.0,0,0,0,99,0
13,7,2020,15,56,7.03709,-111.86,38.699,228.936,-34.0,0,0,0,84,0
13,7,2020,15,56,7.03709,-111.86,38.699,228.936,-34.0,0,0,0,84,0
13,7,2020,15,56,53.926222,-111.866,38.659,233.3708,-29.0,0,0,0,38,0
13,7,2020,15,56,53.926222,-111.866,38.659,233.3708,-29.0,0,0,0,38,0
13,7,2020,15,56,54.164513,-111.867,38.66,233.259,-9.0,0,0,0,107,0
13,7,2020,15,56,54.164513,-111.867,38.66,233.259,-9.0,0,0,0,107,0
13,7,2020,15,57,47.206699,-111.813,38.668,232.4581,-11.0,0,0,0,66,0
13,7,2020,15,57,47.206699,-111.813,38.668,232.4581,-11.0,0,0,0,66,0
13,7,2020,15,58,47.765408,-112.106,39.106,184.6546,-15.0,0,0,0,71,0
13,7,2020,15,58,47.765408,-112.106,39.106,184.6546,-15.0,0,0,0,71,0
13,7,2020,15,58,47.945858,-112.07,39.116,183.2674,-15.0,0,0,0,78,0
13,7,2020,15,58,47.945858,-112.07,39.116,183.2674,-15.0,0,0,0,78,0
13,7,2020,15,58,47.94907,-112.149,39.059,190.2389,-19.0,0,0,0,85,0
13,7,2020,15,58,47.94907,-112.149,39.059,190.2389,-19.0,0,0,0,85,0
13,7,2020,15,59,28.264634,-111.442,38.893,210.9155,-13.0,0,0,0,57,0
13,7,2020,15,59,28.264634,-111.442,38.893,210.9155,-13.0,0,0,0,57,0
13,7,2020,15,59,28.30243,-111.441,38.893,210.9311,-6.0,0,0,0,-103,0
13,7,2020,15,59,28.30243,-111.441,38.893,210.9311,-6.0,0,0,0,-103,0
13,7,2020,16,4,18.715869,-111.395,38.922,208.5308,-13.0,0,0,0,72,0
13,7,2020,16,4,18.715869,-111.395,38.922,208.5308,-13.0,0,0,0,72,0
13,7,2020,16,6,4.873723,-111.425,38.894,211.0765,-31.0,0,0,0,58,0
13,7,2020,16,6,4.873723,-111.425,38.894,211.0765,-31.0,0,0,0,58,0
13,7,2020,16,10,9.107595,-110.385,39.225,213.584,-9.0,0,0,0,43,0
13,7,2020,16,10,9.107595,-110.385,39.225,213.584,-9.0,0,0,0,43,0
13,7,2020,16,10,9.235129,-110.425,39.249,209.3901,-9.0,0,0,0,30,0
13,7,2020,16,10,9.235129,-110.425,39.249,209.3901,-9.0,0,0,0,30,0
13,7,2020,16,16,12.315708,-110.349,39.223,215.6258,-16.0,0,0,0,35,0
13,7,2020,16,16,12.315708,-110.349,39.223,215.6258,-16.0,0,0,0,35,0
13,7,2020,16,16,12.368611,-110.391,39.257,210.4282,-10.0,0,0,0,47,0
13,7,2020,16,16,12.368611,-110.391,39.257,210.4282,-10.0,0,0,0,47,0
13,7,2020,16,19,59.60408,-110.33,39.24,215.1259,-29.0,0,0,0,85,1
13,7,2020,16,19,59.60408,-110.33,39.24,215.1259,-29.0,0,0,0,85,1
13,7,2020,16,23,4.61911,-110.925,38.74,239.1515,-14.0,0,0,0,89,0
13,7,2020,16,23,4.61911,-110.925,38.74,239.1515,-14.0,0,0,0,89,0
13,7,2020,16,24,14.98047,-111.405,38.845,216.7454,-20.0,0,0,0,36,0
13,7,2020,16,24,14.98047,-111.405,38.845,216.7454,-20.0,0,0,0,36,0
13,7,2020,16,24,15.001122,-111.403,38.842,217.1053,-9.0,0,0,0,-112,1
13,7,2020,16,24,15.001122,-111.403,38.842,217.1053,-9.0,0,0,0,-112,1
13,7,2020,16,24,15.037114,-111.407,38.845,216.7126,-33.0,0,0,0,32,1
13,7,2020,16,24,15.037114,-111.407,38.845,216.7126,-33.0,0,0,0,32,1
13,7,2020,16,24,15.092834,-111.404,38.845,216.7618,-6.0,0,0,0,-102,0
13,7,2020,16,24,15.092834,-111.404,38.845,216.7618,-6.0,0,0,0,-102,0
13,7,2020,16,24,15.112959,-111.404,38.845,216.7618,-7.0,0,0,0,-95,0
13,7,2020,16,24,15.112959,-111.404,38.845,216.7618,-7.0,0,0,0,-95,0
13,7,2020,16,24,22.232939,-109.995,39.347,225.4126,-18.0,0,0,0,25,0
13,7,2020,16,24,22.232939,-109.995,39.347,225.4126,-18.0,0,0,0,25,0
13,7,2020,16,24,22.297319,-109.994,39.348,225.3957,-13.0,0,0,0,-78,0
13,7,2020,16,24,22.297319,-109.994,39.348,225.3957,-13.0,0,0,0,-78,0
13,7,2020,16,26,6.551139,-111.345,38.88,213.9944,-14.0,0,0,0,63,0
13,7,2020,16,26,6.551139,-111.345,38.88,213.9944,-14.0,0,0,0,63,0
13,7,2020,16,26,8.57712,-111.616,38.739,225.7136,-26.0,0,0,0,36,0
13,7,2020,16,26,8.57712,-111.616,38.739,225.7136,-26.0,0,0,0,36,0
13,7,2020,16,26,8.683463,-111.591,38.74,225.837,-28.0,0,0,0,42,0
13,7,2020,16,26,8.683463,-111.591,38.74,225.837,-28.0,0,0,0,42,0
13,7,2020,16,26,8.706608,-111.59,38.739,225.9571,-9.0,0,0,0,-110,0
13,7,2020,16,26,8.706608,-111.59,38.739,225.9571,-9.0,0,0,0,-110,0
13,7,2020,16,27,23.501007,-111.358,38.864,215.4907,4.0,0,0,0,-98,0
13,7,2020,16,27,23.501007,-111.358,38.864,215.4907,4.0,0,0,0,-98,0
13,7,2020,16,32,6.118322,-111.176,38.663,240.8489,-20.0,0,0,0,29,0
13,7,2020,16,32,6.118322,-111.176,38.663,240.8489,-20.0,0,0,0,29,0
13,7,2020,16,32,6.436418,-111.117,38.708,237.3796,-20.0,0,0,0,76,0
13,7,2020,16,32,6.436418,-111.117,38.708,237.3796,-20.0,0,0,0,76,0
13,7,2020,16,33,35.768187,-111.143,38.702,237.4085,-23.0,0,0,0,7,0
13,7,2020,16,33,35.768187,-111.143,38.702,237.4085,-23.0,0,0,0,7,0
13,7,2020,16,35,24.978807,-111.172,38.663,240.9364,-19.0,0,0,0,57,0
13,7,2020,16,35,24.978807,-111.172,38.663,240.9364,-19.0,0,0,0,57,0
13,7,2020,16,35,25.162606,-111.173,38.663,240.9145,-13.0,0,0,0,84,0
13,7,2020,16,35,25.162606,-111.173,38.663,240.9145,-13.0,0,0,0,84,0
13,7,2020,16,35,25.180965,-111.174,38.663,240.8926,-11.0,0,0,0,58,0
13,7,2020,16,35,25.180965,-111.174,38.663,240.8926,-11.0,0,0,0,58,0
13,7,2020,16,35,25.207894,-111.17,38.663,240.9803,-8.0,0,0,0,-77,0
13,7,2020,16,35,25.207894,-111.17,38.663,240.9803,-8.0,0,0,0,-77,0
13,7,2020,16,35,25.228147,-111.172,38.663,240.9364,-11.0,0,0,0,84,0
13,7,2020,16,35,25.228147,-111.172,38.663,240.9364,-11.0,0,0,0,84,0
13,7,2020,16,35,25.254379,-111.173,38.663,240.9145,-11.0,0,0,0,85,0
13,7,2020,16,35,25.254379,-111.173,38.663,240.9145,-11.0,0,0,0,85,0
13,7,2020,16,35,25.29101,-111.171,38.662,241.0658,-5.0,0,0,0,-95,0
13,7,2020,16,35,25.29101,-111.171,38.662,241.0658,-5.0,0,0,0,-95,0
13,7,2020,16,35,25.371091,-111.171,38.663,240.9584,-9.0,0,0,0,45,0
13,7,2020,16,35,25.371091,-111.171,38.663,240.9584,-9.0,0,0,0,45,0
13,7,2020,16,46,3.477014,-111.443,38.867,213.7401,-8.0,0,0,0,105,0
13,7,2020,16,46,3.477014,-111.443,38.867,213.7401,-8.0,0,0,0,105,0
13,7,2020,16,48,33.094278,-111.614,38.694,230.7007,-18.0,0,0,0,80,0
13,7,2020,16,48,33.094278,-111.614,38.694,230.7007,-18.0,0,0,0,80,0
13,7,2020,16,48,33.130207,-111.61,38.693,230.8467,-5.0,0,0,0,-111,0
13,7,2020,16,48,33.130207,-111.61,38.693,230.8467,-5.0,0,0,0,-111,0
13,7,2020,16,48,33.159834,-111.612,38.692,230.9393,-7.0,0,0,0,-111,0
13,7,2020,16,48,33.159834,-111.612,38.692,230.9393,-7.0,0,0,0,-111,0
13,7,2020,16,48,33.219084,-111.61,38.692,230.9571,-6.0,0,0,0,-111,0
13,7,2020,16,48,33.219084,-111.61,38.692,230.9571,-6.0,0,0,0,-111,0
13,7,2020,16,54,1.055176,-109.953,39.335,228.9274,-16.0,0,0,0,48,0
13,7,2020,16,54,1.055176,-109.953,39.335,228.9274,-16.0,0,0,0,48,0
13,7,2020,16,54,1.344737,-109.939,39.296,232.8293,-33.0,0,0,0,32,0
13,7,2020,16,54,1.344737,-109.939,39.296,232.8293,-33.0,0,0,0,32,0
13,7,2020,17,0,8.598161,-112.186,39.151,180.5106,-13.0,0,0,0,88,0
13,7,2020,17,0,8.598161,-112.186,39.151,180.5106,-13.0,0,0,0,88,0
13,7,2020,17,0,46.908298,-109.92,39.269,236.109,-24.0,0,0,0,45,0
13,7,2020,17,0,46.908298,-109.92,39.269,236.109,-24.0,0,0,0,45,0
13,7,2020,17,0,47.183507,-109.92,39.269,236.109,-15.0,0,0,0,7,0
13,7,2020,17,0,47.183507,-109.92,39.269,236.109,-15.0,0,0,0,7,0
13,7,2020,17,1,5.056947,-111.103,38.735,234.8418,-27.0,0,0,0,51,0
13,7,2020,17,1,5.056947,-111.103,38.735,234.8418,-27.0,0,0,0,51,0
13,7,2020,17,1,5.092415,-111.101,38.735,234.8911,-8.0,0,0,0,-83,0
13,7,2020,17,1,5.092415,-111.101,38.735,234.8911,-8.0,0,0,0,-83,0
13,7,2020,17,2,27.138782,-110.883,38.873,226.6732,-16.0,0,0,0,22,0
13,7,2020,17,2,27.138782,-110.883,38.873,226.6732,-16.0,0,0,0,22,0
13,7,2020,17,3,50.140672,-111.094,38.714,237.2993,-14.0,0,0,0,25,0
13,7,2020,17,3,50.140672,-111.094,38.714,237.2993,-14.0,0,0,0,25,0
13,7,2020,17,3,50.215164,-111.11,38.716,236.6949,-15.0,0,0,0,9,0
13,7,2020,17,3,50.215164,-111.11,38.716,236.6949,-15.0,0,0,0,9,0
13,7,2020,17,4,52.49754,-111.086,38.732,235.5837,-10.0,0,0,0,100,0
13,7,2020,17,4,52.49754,-111.086,38.732,235.5837,-10.0,0,0,0,100,0
13,7,2020,17,5,18.140444,-111.056,38.693,240.4849,-35.0,0,0,0,54,0
13,7,2020,17,5,18.140444,-111.056,38.693,240.4849,-35.0,0,0,0,54,0
13,7,2020,17,5,18.177253,-111.055,38.694,240.4043,-7.0,0,0,0,-91,1
13,7,2020,17,5,18.177253,-111.055,38.694,240.4043,-7.0,0,0,0,-91,1
13,7,2020,17,5,18.198392,-111.056,38.693,240.4849,-10.0,0,0,0,80,0
13,7,2020,17,5,18.198392,-111.056,38.693,240.4849,-10.0,0,0,0,80,0
13,7,2020,17,5,18.2213,-111.056,38.693,240.4849,-10.0,0,0,0,108,0
13,7,2020,17,5,18.2213,-111.056,38.693,240.4849,-10.0,0,0,0,108,0
13,7,2020,17,5,18.423528,-111.055,38.693,240.5104,-12.0,0,0,0,40,0
13,7,2020,17,5,18.423528,-111.055,38.693,240.5104,-12.0,0,0,0,40,0
13,7,2020,17,5,31.39026,-110.889,38.863,227.5082,-14.0,0,0,0,49,0
13,7,2020,17,5,31.39026,-110.889,38.863,227.5082,-14.0,0,0,0,49,0
13,7,2020,17,5,48.629539,-110.177,39.636,192.0804,-10.0,0,0,0,25,0
13,7,2020,17,5,48.629539,-110.177,39.636,192.0804,-10.0,0,0,0,25,0
13,7,2020,17,5,48.726842,-110.178,39.636,192.0157,-9.0,0,0,0,36,0
13,7,2020,17,5,48.726842,-110.178,39.636,192.0157,-9.0,0,0,0,36,0
13,7,2020,17,5,48.834372,-110.177,39.636,192.0804,-21.0,0,0,0,43,0
13,7,2020,17,5,48.834372,-110.177,39.636,192.0804,-21.0,0,0,0,43,0
13,7,2020,17,5,48.937295,-110.176,39.635,192.218,-9.0,0,0,0,36,0
13,7,2020,17,5,48.937295,-110.176,39.635,192.218,-9.0,0,0,0,36,0
13,7,2020,17,5,49.143401,-110.177,39.636,192.0804,-10.0,0,0,0,120,0
13,7,2020,17,5,49.143401,-110.177,39.636,192.0804,-10.0,0,0,0,120,0
13,7,2020,17,5,49.173527,-110.174,39.634,192.4204,-6.0,0,0,7,53,0
13,7,2020,17,5,49.173527,-110.174,39.634,192.4204,-6.0,0,0,7,53,0
13,7,2020,17,5,49.279402,-110.178,39.637,191.9427,-8.0,0,0,0,112,0
13,7,2020,17,5,49.279402,-110.178,39.637,191.9427,-8.0,0,0,0,112,0
13,7,2020,17,5,55.874361,-110.902,38.78,235.6834,-13.0,0,0,0,28,0
13,7,2020,17,5,55.874361,-110.902,38.78,235.6834,-13.0,0,0,0,28,0
13,7,2020,17,5,55.897144,-110.905,38.781,235.4873,-9.0,0,0,0,-115,1
13,7,2020,17,5,55.897144,-110.905,38.781,235.4873,-9.0,0,0,0,-115,1
13,7,2020,17,5,55.911732,-110.9,38.78,235.7451,-7.0,0,0,0,59,0
13,7,2020,17,5,55.911732,-110.9,38.78,235.7451,-7.0,0,0,0,59,0
13,7,2020,17,5,55.992265,-110.891,38.782,235.8165,-10.0,0,0,0,-90,1
13,7,2020,17,5,55.992265,-110.891,38.782,235.8165,-10.0,0,0,0,-90,1
13,7,2020,17,5,56.017537,-110.89,38.777,236.3659,-5.0,0,0,0,-84,0
13,7,2020,17,5,56.017537,-110.89,38.777,236.3659,-5.0,0,0,0,-84,0
13,7,2020,17,5,56.080154,-110.892,38.778,236.2001,-20.0,0,0,0,55,0
13,7,2020,17,5,56.080154,-110.892,38.778,236.2001,-20.0,0,0,0,55,0
13,7,2020,17,5,56.127401,-110.893,38.779,236.0653,-8.0,0,0,0,8,0
13,7,2020,17,5,56.127401,-110.893,38.779,236.0653,-8.0,0,0,0,8,0
13,7,2020,17,5,56.183767,-110.891,38.777,236.3348,-19.0,0,0,0,-85,0
13,7,2020,17,5,56.183767,-110.891,38.777,236.3348,-19.0,0,0,0,-85,0
13,7,2020,17,5,56.244191,-110.892,38.778,236.2001,-13.0,0,0,0,-107,0
13,7,2020,17,5,56.244191,-110.892,38.778,236.2001,-13.0,0,0,0,-107,0
13,7,2020,17,5,56.292045,-110.892,38.779,236.0964,-7.0,0,0,0,-82,0
13,7,2020,17,5,56.292045,-110.892,38.779,236.0964,-7.0,0,0,0,-82,0
13,7,2020,17,5,56.343323,-110.891,38.777,236.3348,-9.0,0,0,0,-95,0
13,7,2020,17,5,56.343323,-110.891,38.777,236.3348,-9.0,0,0,0,-95,0
13,7,2020,17,5,59.627867,-111.071,38.71,238.299,-26.0,0,0,0,52,0
13,7,2020,17,5,59.627867,-111.071,38.71,238.299,-26.0,0,0,0,52,0
13,7,2020,17,5,59.675535,-111.049,38.718,238.0142,-25.0,0,0,0,39,0
13,7,2020,17,5,59.675535,-111.049,38.718,238.0142,-25.0,0,0,0,39,0
13,7,2020,17,5,59.694534,-111.049,38.719,237.9083,-9.0,0,0,0,99,0
13,7,2020,17,5,59.694534,-111.049,38.719,237.9083,-9.0,0,0,0,99,0
13,7,2020,17,5,59.724254,-111.094,38.708,237.938,-14.0,0,0,0,28,0
13,7,2020,17,5,59.724254,-111.094,38.708,237.938,-14.0,0,0,0,28,0
13,7,2020,17,5,59.754119,-111.049,38.719,237.9083,-31.0,0,0,0,67,0
13,7,2020,17,5,59.754119,-111.049,38.719,237.9083,-31.0,0,0,0,67,0
13,7,2020,17,5,59.805924,-111.049,38.719,237.9083,-11.0,0,0,0,64,0
13,7,2020,17,5,59.805924,-111.049,38.719,237.9083,-11.0,0,0,0,64,0
13,7,2020,17,5,59.863109,-111.049,38.719,237.9083,-13.0,0,0,0,83,0
13,7,2020,17,5,59.863109,-111.049,38.719,237.9083,-13.0,0,0,0,83,0
13,7,2020,17,5,59.892943,-111.048,38.719,237.9343,-8.0,0,0,0,-90,0
13,7,2020,17,5,59.892943,-111.048,38.719,237.9343,-8.0,0,0,0,-90,0
13,7,2020,17,6,55.464946,-111.064,38.704,239.1136,-14.0,0,0,0,52,0
13,7,2020,17,6,55.464946,-111.064,38.704,239.1136,-14.0,0,0,0,52,0
13,7,2020,17,6,55.620056,-111.057,38.714,238.2314,-13.0,0,0,0,74,0
13,7,2020,17,6,55.620056,-111.057,38.714,238.2314,-13.0,0,0,0,74,0
13,7,2020,17,7,49.219447,-111.071,38.711,238.1928,-12.0,0,0,0,12,0
13,7,2020,17,7,49.219447,-111.071,38.711,238.1928,-12.0,0,0,0,12,0
13,7,2020,17,7,49.293776,-111.044,38.716,238.3563,-18.0,0,0,0,52,0
13,7,2020,17,7,49.293776,-111.044,38.716,238.3563,-18.0,0,0,0,52,0
13,7,2020,17,7,49.33613,-111.042,38.716,238.4085,-11.0,0,0,0,37,0
13,7,2020,17,7,49.33613,-111.042,38.716,238.4085,-11.0,0,0,0,37,0
13,7,2020,17,7,49.421974,-111.042,38.716,238.4085,-28.0,0,0,0,112,0
13,7,2020,17,7,49.421974,-111.042,38.716,238.4085,-28.0,0,0,0,112,0
13,7,2020,17,8,32.558466,-110.852,38.832,231.9033,-12.0,0,0,0,68,0
13,7,2020,17,8,32.558466,-110.852,38.832,231.9033,-12.0,0,0,0,68,0
13,7,2020,17,8,32.614682,-110.865,38.837,230.9639,-19.0,0,0,0,27,0
13,7,2020,17,8,32.614682,-110.865,38.837,230.9639,-19.0,0,0,0,27,0
13,7,2020,17,8,32.645497,-110.849,38.834,231.7966,-10.0,0,0,0,63,0
13,7,2020,17,8,32.645497,-110.849,38.834,231.7966,-10.0,0,0,0,63,0
13,7,2020,17,8,32.763078,-110.847,38.835,231.7599,-7.0,0,0,0,-77,0
13,7,2020,17,8,32.763078,-110.847,38.835,231.7599,-7.0,0,0,0,-77,0
13,7,2020,17,8,45.997968,-111.057,38.687,241.0963,-24.0,0,0,0,-95,0
13,7,2020,17,8,45.997968,-111.057,38.687,241.0963,-24.0,0,0,0,-95,0
13,7,2020,17,8,46.037246,-111.042,38.711,238.938,-11.0,0,0,0,31,0
13,7,2020,17,8,46.037246,-111.042,38.711,238.938,-11.0,0,0,0,31,0
13,7,2020,17,9,59.366681,-111.038,38.688,241.4783,-31.0,0,0,0,0,0
13,7,2020,17,9,59.366681,-111.038,38.688,241.4783,-31.0,0,0,0,0,0
13,7,2020,17,10,23.026381,-111.044,38.697,240.3691,-42.0,0,0,0,51,0
13,7,2020,17,10,23.026381,-111.044,38.697,240.3691,-42.0,0,0,0,51,0
13,7,2020,17,11,9.464745,-110.838,38.862,229.2926,-15.0,0,0,0,21,0
13,7,2020,17,11,9.464745,-110.838,38.862,229.2926,-15.0,0,0,0,21,0
13,7,2020,17,11,9.484441,-110.838,38.862,229.2926,-7.0,0,0,0,3,0
13,7,2020,17,11,9.484441,-110.838,38.862,229.2926,-7.0,0,0,0,3,0
13,7,2020,17,11,21.482688,-111.205,38.745,231.4044,-12.0,0,0,0,72,0
13,7,2020,17,11,21.482688,-111.205,38.745,231.4044,-12.0,0,0,0,72,0
13,7,2020,17,11,25.571295,-111.022,38.731,237.3532,-29.0,0,0,0,-118,1
13,7,2020,17,11,25.571295,-111.022,38.731,237.3532,-29.0,0,0,0,-118,1
13,7,2020,17,11,43.190881,-111.189,38.721,234.333,-18.0,0,0,0,58,0
13,7,2020,17,11,43.190881,-111.189,38.721,234.333,-18.0,0,0,0,58,0
13,7,2020,17,13,8.278507,-110.998,38.728,238.3223,-23.0,0,0,0,2,0
13,7,2020,17,13,8.278507,-110.998,38.728,238.3223,-23.0,0,0,0,2,0
13,7,2020,17,13,9.38125,-111.214,38.738,231.9627,-25.0,0,0,0,-104,0
13,7,2020,17,13,9.38125,-111.214,38.738,231.9627,-25.0,0,0,0,-104,0
13,7,2020,17,14,48.056783,-110.074,39.689,195.1345,-13.0,0,0,0,1,0
13,7,2020,17,14,48.056783,-110.074,39.689,195.1345,-13.0,0,0,0,1,0
13,7,2020,17,17,35.294964,-109.99,39.68,201.4493,-14.0,0,0,0,36,0
13,7,2020,17,17,35.294964,-109.99,39.68,201.4493,-14.0,0,0,0,36,0
13,7,2020,17,17,35.345376,-109.963,39.674,203.6993,-15.0,0,0,0,43,0
13,7,2020,17,17,35.345376,-109.963,39.674,203.6993,-15.0,0,0,0,43,0
13,7,2020,17,19,59.722934,-110.029,39.703,197.2407,-33.0,0,0,0,28,0
13,7,2020,17,19,59.722934,-110.029,39.703,197.2407,-33.0,0,0,0,28,0
13,7,2020,17,24,11.753149,-110.844,38.739,241.745,-24.0,0,0,0,47,0
13,7,2020,17,24,11.753149,-110.844,38.739,241.745,-24.0,0,0,0,47,0
13,7,2020,17,24,11.783504,-110.831,38.752,240.8203,-18.0,0,0,0,30,0
13,7,2020,17,24,11.783504,-110.831,38.752,240.8203,-18.0,0,0,0,30,0
13,7,2020,17,24,11.826468,-110.846,38.736,241.9915,-10.0,0,0,0,74,0
13,7,2020,17,24,11.826468,-110.846,38.736,241.9915,-10.0,0,0,0,74,0
13,7,2020,17,24,11.843996,-110.829,38.754,240.6789,-5.0,0,0,0,-81,0
13,7,2020,17,24,11.843996,-110.829,38.754,240.6789,-5.0,0,0,0,-81,0
13,7,2020,17,25,6.003733,-110.979,38.747,236.8546,-17.0,0,0,0,20,0
13,7,2020,17,25,6.003733,-110.979,38.747,236.8546,-17.0,0,0,0,20,0
13,7,2020,17,25,6.069795,-110.969,38.764,235.357,-29.0,0,0,0,-119,0
13,7,2020,17,25,6.069795,-110.969,38.764,235.357,-29.0,0,0,0,-119,0
13,7,2020,17,25,6.0698,-110.985,38.775,233.7462,-26.0,0,1,9,-120,0
13,7,2020,17,25,6.0698,-110.985,38.775,233.7462,-26.0,0,1,9,-120,0
13,7,2020,17,25,6.093002,-110.97,38.764,235.3282,-9.0,0,0,0,33,0
13,7,2020,17,25,6.093002,-110.97,38.764,235.3282,-9.0,0,0,0,33,0
13,7,2020,17,25,6.131775,-110.97,38.765,235.2235,-29.0,0,0,0,51,0
13,7,2020,17,25,6.131775,-110.97,38.765,235.2235,-29.0,0,0,0,51,0
13,7,2020,17,25,6.145382,-110.969,38.764,235.357,-4.0,0,0,0,-86,0
13,7,2020,17,25,6.145382,-110.969,38.764,235.357,-4.0,0,0,0,-86,0
13,7,2020,17,25,6.173563,-110.97,38.765,235.2235,-23.0,0,0,0,45,0
13,7,2020,17,25,6.173563,-110.97,38.765,235.2235,-23.0,0,0,0,45,0
13,7,2020,17,27,20.894605,-111.009,38.828,227.5043,-11.0,0,0,0,47,0
13,7,2020,17,27,20.894605,-111.009,38.828,227.5043,-11.0,0,0,0,47,0
13,7,2020,17,44,11.587724,-110.755,38.773,241.2102,-10.0,0,0,0,127,0
13,7,2020,17,44,11.587724,-110.755,38.773,241.2102,-10.0,0,0,0,127,0
13,7,2020,17,48,35.555596,-110.448,39.023,229.0383,-17.0,0,0,0,-90,0
13,7,2020,17,48,35.555596,-110.448,39.023,229.0383,-17.0,0,0,0,-90,0
13,7,2020,18,15,35.274425,-110.645,38.983,224.331,-11.0,0,0,0,-105,0
13,7,2020,18,15,35.274425,-110.645,38.983,224.331,-11.0,0,0,0,-105,0
14,7,2020,2,41,28.779824,-109.024,40.588,243.146,-13.0,0,0,0,14,0
14,7,2020,2,41,28.779824,-109.024,40.588,243.146,-13.0,0,0,0,14,0
14,7,2020,2,41,28.800691,-109.017,40.597,243.643,-17.0,0,0,0,7,1
14,7,2020,2,41,28.800691,-109.017,40.597,243.643,-17.0,0,0,0,7,1
14,7,2020,2,41,28.873827,-109.054,40.596,240.5344,-8.0,0,0,0,-111,0
14,7,2020,2,41,28.873827,-109.054,40.596,240.5344,-8.0,0,0,0,-111,0
14,7,2020,2,41,28.924575,-109.052,40.596,240.703,-9.0,0,0,0,-125,0
14,7,2020,2,41,28.924575,-109.052,40.596,240.703,-9.0,0,0,0,-125,0
14,7,2020,2,43,7.91331,-109.009,40.58,244.496,-11.0,0,0,0,14,0
14,7,2020,2,43,7.91331,-109.009,40.58,244.496,-11.0,0,0,0,14,0
14,7,2020,2,45,49.536991,-109.002,40.571,245.186,-13.0,0,0,0,34,0
14,7,2020,2,45,49.536991,-109.002,40.571,245.186,-13.0,0,0,0,34,0
14,7,2020,2,45,49.589033,-108.993,40.589,245.7481,-16.0,0,0,0,16,0
14,7,2020,2,45,49.589033,-108.993,40.589,245.7481,-16.0,0,0,0,16,0
14,7,2020,2,45,49.748894,-108.993,40.604,245.5971,-8.0,0,0,0,84,0
14,7,2020,2,45,49.748894,-108.993,40.604,245.5971,-8.0,0,0,0,84,0
14,7,2020,2,45,49.794119,-108.992,40.604,245.6814,-14.0,0,0,0,122,1
14,7,2020,2,45,49.794119,-108.992,40.604,245.6814,-14.0,0,0,0,122,1
14,7,2020,15,9,21.068869,-111.706,38.635,236.5577,-22.0,0,0,0,76,0
14,7,2020,15,9,21.068869,-111.706,38.635,236.5577,-22.0,0,0,0,76,0
14,7,2020,15,10,6.890867,-110.655,38.909,231.2256,-22.0,0,0,0,51,0
14,7,2020,15,10,6.890867,-110.655,38.909,231.2256,-22.0,0,0,0,51,0
14,7,2020,15,12,5.258551,-110.651,38.914,230.8875,-23.0,0,0,0,61,0
14,7,2020,15,12,5.258551,-110.651,38.914,230.8875,-23.0,0,0,0,61,0
14,7,2020,15,12,47.376945,-110.66,38.928,229.1484,-22.0,0,0,0,48,0
14,7,2020,15,12,47.376945,-110.66,38.928,229.1484,-22.0,0,0,0,48,0
14,7,2020,15,13,40.816708,-110.65,38.944,227.9642,-17.0,0,0,0,51,0
14,7,2020,15,13,40.816708,-110.65,38.944,227.9642,-17.0,0,0,0,51,0
14,7,2020,15,15,1.020823,-110.638,38.941,228.7395,-41.0,0,0,0,-94,0
14,7,2020,15,15,1.020823,-110.638,38.941,228.7395,-41.0,0,0,0,-94,0
14,7,2020,15,15,1.067365,-110.639,38.94,228.7979,-9.0,0,0,0,124,0
14,7,2020,15,15,1.067365,-110.639,38.94,228.7979,-9.0,0,0,0,124,0
14,7,2020,15,15,1.096681,-110.639,38.942,228.601,-12.0,0,0,0,90,0
14,7,2020,15,15,1.096681,-110.639,38.942,228.601,-12.0,0,0,0,90,0
14,7,2020,15,17,2.663928,-110.652,38.935,228.7726,-29.0,0,0,0,53,0
14,7,2020,15,17,2.663928,-110.652,38.935,228.7726,-29.0,0,0,0,53,0
14,7,2020,15,17,2.70793,-110.652,38.935,228.7726,-7.0,0,0,0,-112,0
14,7,2020,15,17,2.70793,-110.652,38.935,228.7726,-7.0,0,0,0,-112,0
14,7,2020,15,17,2.734591,-110.655,38.934,228.7525,-9.0,0,0,0,90,0
14,7,2020,15,17,2.734591,-110.655,38.934,228.7525,-9.0,0,0,0,90,0
14,7,2020,15,17,2.823291,-110.731,38.95,224.2202,-6.0,0,13,9,103,0
14,7,2020,15,17,2.823291,-110.731,38.95,224.2202,-6.0,0,13,9,103,0
14,7,2020,15,18,21.35074,-110.644,38.932,229.3865,-35.0,0,0,0,5,0
14,7,2020,15,18,21.35074,-110.644,38.932,229.3865,-35.0,0,0,0,5,0
14,7,2020,15,18,21.399385,-110.64,38.933,229.4473,-24.0,0,0,0,63,0
14,7,2020,15,18,21.399385,-110.64,38.933,229.4473,-24.0,0,0,0,63,0
14,7,2020,15,18,21.431334,-110.644,38.932,229.3865,-11.0,0,0,0,56,0
14,7,2020,15,18,21.431334,-110.644,38.932,229.3865,-11.0,0,0,0,56,0
14,7,2020,15,18,21.483662,-110.644,38.932,229.3865,-27.0,0,0,0,-102,0
